id,order_id,product_id,quantity,price
4505,3288,4384,1,1190
4524,3302,5547,1,1564
4543,3316,7663,1,2244
4560,3330,6770,1,2040
4571,3337,5375,1,1795
4604,3365,8069,1,1523
4639,3393,7975,1,544
4646,3400,5111,1,1693
4665,3414,4466,1,2040
4702,3449,6095,1,8466
4809,3526,4361,1,3060
4825,3540,7342,1,2720
4843,3554,7925,1,4386
4863,3568,7868,1,2033
4879,3582,8228,1,3366
4921,3617,6281,1,1578
4958,3645,8161,1,1700
4989,3666,7714,1,2380
4991,3666,7727,1,2380
5034,3701,8157,3,1700
5037,3701,8165,1,1700
5065,3715,8353,1,1156
5079,3729,6230,1,2448
5130,3764,2030,1,1802
5148,3778,3874,1,1700
5166,3792,7604,1,456
5167,3792,7602,1,1190
5182,3799,8177,1,3366
5192,3806,8346,1,1156
5196,3806,8351,1,1156
5213,3820,6815,1,2448
5240,3841,3860,1,4896
5287,3876,8641,1,2380
5308,3890,7665,1,2244
5328,3904,8167,1,1700
5343,3918,8788,1,2672
5360,3932,7896,1,2380
5379,3946,7311,1,1720
5388,3953,8634,1,2652
5406,3967,3789,1,1700
5439,3995,7132,1,3944
5503,4044,7601,1,666
5531,4065,8779,1,4420
5564,4086,8333,1,4073
5644,4135,5536,1,7446
5658,4149,8152,1,1700
5729,4205,7655,1,8493
5741,4212,8842,1,3332
5777,4233,8742,1,4420
5784,4240,8684,1,5433
5810,4261,8680,1,5433
5839,4282,9228,1,4590
5868,4303,5255,1,6793
5904,4331,8552,1,4726
4467,3260,2654,1,2713
4476,3267,7557,1,7480
4504,3288,4388,1,1190
4564,3330,6774,1,2040
4588,3351,7645,1,4726
4615,3372,5817,1,2033
4631,3386,5343,1,3978
4681,3428,6485,1,2720
4695,3442,8089,1,2917
4722,3463,7675,1,4080
4730,3470,7975,1,544
4741,3477,7666,1,2244
4748,3484,7974,1,3053
4758,3491,2459,1,2720
4759,3491,2461,1,2720
4760,3491,2463,1,2720
4770,3498,7643,1,4726
4778,3505,5984,1,2380
4850,3561,7663,1,2244
4872,3575,5935,1,1795
4887,3589,8193,1,5433
4909,3610,6704,1,12580
4920,3617,6287,1,1578
4929,3624,7977,1,7412
4940,3631,7666,1,2244
4975,3659,6106,1,5093
5018,3687,7664,1,2244
5035,3701,8170,1,1700
5103,3743,7300,1,1156
5156,3785,7382,1,5868
5191,3806,8345,1,1020
5193,3806,8348,1,1156
5230,3834,8233,1,3366
5257,3855,6284,1,1578
5275,3869,8167,1,1700
5297,3883,6281,1,1578
5361,3932,7891,1,2380
5387,3953,8631,1,2652
5389,3953,8635,1,2652
5424,3981,4052,1,3699
5446,4002,6488,1,2645
5465,4016,2623,1,3740
5494,4037,8566,1,1530
5511,4051,7454,1,3400
5554,4079,8337,1,4073
5615,4121,8473,1,6793
5688,4170,7663,1,2244
5706,4184,8569,1,2380
5799,4254,8362,1,1020
5828,4275,8160,1,1700
5847,4289,8756,1,1428
5895,4324,5791,1,5780
5924,4345,7536,1,2373
5966,4373,7426,1,4726
6011,4408,7902,1,918
6065,4450,9096,1,4753
6072,4457,5724,1,3060
6092,4471,8158,1,1700
6103,4478,8334,1,4073
6114,4485,7299,5,3740
6124,4492,8143,1,1496
6155,4513,8157,1,1700
6171,4527,8725,1,1238
6199,4548,9307,1,5780
6262,4597,9238,1,6426
6293,4625,8153,1,1700
6301,4632,7657,1,8493
6317,4646,8363,1,1020
6333,4660,8943,1,4046
6425,4716,9737,1,3393
6462,4744,9612,1,2856
6480,4758,9512,1,2033
6490,4765,1242,1,3196
6540,4800,9353,1,3808
6557,4814,9355,1,3808
6585,4835,7846,1,2373
6596,4842,9514,1,2033
6665,4898,8769,1,4420
6683,4905,2615,1,3740
6684,4905,2618,1,3740
6693,4912,8869,1,4080
6703,4919,9875,1,1972
6718,4933,8734,1,1047
6761,4968,5553,1,1564
6770,4975,7665,1,2244
6779,4982,9580,1,1686
6804,5003,9874,1,1972
6814,5010,9358,1,3808
6846,5024,6084,1,8160
6853,5031,8346,1,1156
6863,5038,6283,1,1578
6870,5045,9907,1,816
6937,5073,9224,1,4753
7010,5129,9361,1,3808
7101,5206,9646,1,2380
7102,5206,9643,1,2380
7127,5227,9513,1,2033
7165,5241,4016,1,3706
7182,5255,9516,1,2033
7240,5297,6650,1,3740
7254,5304,9814,1,3740
7264,5311,10314,1,2040
7272,5318,9542,1,2033
7333,5353,6775,1,2584
7384,5395,9742,1,3393
7406,5416,10216,1,3060
7436,5437,9984,1,2380
7453,5451,9990,1,2380
7485,5479,9605,1,1870
7493,5486,10418,1,2713
7500,5493,10095,1,2380
7543,5528,10095,1,2380
7544,5528,10096,1,2380
7565,5535,5332,1,4039
7711,5633,10243,1,2720
7718,5640,9316,1,612
7730,5647,10455,1,3060
7777,5682,9349,1,4359
7808,5703,10093,1,2380
7937,5787,9515,1,2033
7963,5801,10278,1,8976
7966,5801,10289,1,8833
7968,5801,10292,1,8833
7976,5808,8413,1,1462
8031,5843,10291,1,8833
8080,5885,10304,1,2040
8106,5906,9923,1,1285
8118,5913,9849,1,2713
8152,5941,9430,1,5950
8192,5969,10100,1,2380
8205,5976,9930,1,2006
8238,6004,10908,1,3366
8314,6067,10455,1,3060
8335,6081,11002,1,680
8345,6088,11008,1,680
8353,6095,9712,1,3393
8367,6102,9129,1,4080
8413,6137,9834,1,2788
8516,6214,7268,1,3740
8523,6221,10866,1,6460
8541,6235,9829,1,2788
8573,6263,10379,1,3529
8603,6291,10066,1,1333
8655,6326,10610,1,5780
8688,6354,10063,1,1333
8704,6368,10592,1,8004
8722,6382,4050,1,3393
8756,6410,9834,1,2788
8764,6417,10702,1,2040
8793,6438,8725,1,1238
8794,6438,8726,1,687
8813,6452,11006,1,680
8831,6466,9025,1,3060
8897,6508,9194,1,3740
5977,4380,9224,1,4753
5992,4394,8155,1,1700
6003,4401,8332,1,4073
6021,4415,2161,1,41140
6039,4429,9140,1,1278
6056,4443,7716,1,2380
6102,4478,8336,1,4073
6104,4478,8331,1,4073
6135,4499,6888,1,3400
6219,4562,9302,1,5780
6235,4576,9233,1,6426
6270,4604,8961,1,2326
6326,4653,7665,1,2244
6346,4667,8765,1,4420
6356,4674,9240,1,6426
6365,4681,9290,1,2856
6388,4695,9337,1,4073
6435,4723,3149,1,3468
6445,4730,3133,1,2720
6455,4737,9515,1,2033
6489,4765,1239,1,3196
6491,4765,1234,1,3196
6524,4793,7923,1,5066
6548,4807,9567,1,1333
6621,4863,9511,1,2033
6645,4884,4615,2,1870
6667,4898,8773,1,4420
6710,4926,9235,1,6426
6727,4940,7845,1,2373
6729,4940,7847,2,2373
6830,5017,9358,1,3808
6855,5031,8358,1,1020
6877,5052,7707,1,1000
6953,5087,9616,1,2856
6987,5115,4150,1,2244
6997,5122,9772,1,932
7017,5136,9616,1,2856
7018,5136,9611,1,2856
7053,5164,9711,1,4073
7068,5178,6776,1,2584
7109,5213,4352,1,1013
7129,5227,9516,1,2033
7147,5234,6285,1,1578
7181,5255,9516,1,2033
7192,5262,7464,1,1802
7200,5269,9344,1,3930
7209,5276,9023,1,3060
7220,5283,10276,1,3910
7232,5290,10132,1,2278
7286,5325,9972,2,1156
7342,5360,8639,1,2380
7352,5367,7342,1,2720
7367,5381,7271,1,3740
7444,5444,9813,1,3740
7478,5472,9515,1,2033
7508,5500,7826,1,3740
7542,5528,10093,1,2380
7585,5542,9329,1,2081
7593,5549,9615,1,2856
7594,5549,9613,1,2856
7643,5584,10539,1,2720
7665,5598,8834,1,2094
7721,5640,9326,1,1748
7732,5647,10462,1,3060
7770,5675,9337,1,4073
7839,5717,9840,1,2788
7848,5724,9924,1,1285
7951,5794,9829,1,2788
7964,5801,10279,1,6793
7990,5815,9760,1,5433
8003,5822,9828,1,2788
8012,5829,9353,1,3808
8030,5843,10279,1,6793
8040,5850,9740,2,3393
8057,5864,10418,1,2713
8135,5927,8299,1,3366
8142,5934,9939,1,2006
8172,5955,9722,1,1870
8215,5983,8334,1,4073
8283,6039,8337,1,4073
8300,6053,10908,1,3366
8331,6081,11003,1,680
8334,6081,11013,1,680
8344,6088,11013,1,680
8365,6102,10539,1,2720
8385,6116,10863,1,6460
8392,6123,10908,1,3366
8416,6137,9828,1,2788
8446,6158,9837,1,2788
8471,6179,10381,1,2679
8489,6193,10749,1,2679
8550,6242,9953,1,1700
8582,6270,7665,1,2244
8662,6333,8831,1,1238
8663,6333,7600,1,666
8672,6340,10158,1,1224
8679,6347,7498,2,2516
8696,6361,10589,1,8004
8731,6389,10094,1,2380
8739,6396,10176,1,1020
8754,6410,9832,1,2788
8782,6431,10993,1,1972
8804,6445,10571,1,1836
8814,6452,11008,1,680
8821,6459,10750,1,2679
8873,6494,9990,1,2380
8887,6501,6172,1,5644
8888,6501,6177,1,5644
8910,6515,11089,1,5270
8922,6522,11270,1,4413
8924,6522,11259,1,4413
8939,6536,10132,1,2278
8972,6557,4553,1,2244
9034,6606,11076,1,1632
9055,6620,10615,2,755
9070,6634,10590,1,9466
9094,6648,10920,1,2108
9113,6662,9351,1,4073
9121,6669,11076,1,1632
9129,6676,8832,1,2094
9164,6704,11251,1,1693
9165,6704,11254,1,1693
9180,6718,8569,1,2380
9226,6753,5020,1,2598
9241,6767,11096,1,5270
9306,6809,10374,1,8500
9389,6872,9844,1,2713
9434,6907,4150,1,2244
9462,6928,3023,1,2040
9485,6942,11404,1,1360
9507,6956,9830,2,2788
9518,6963,11228,1,5304
9549,6984,9850,1,2713
9565,6998,8213,1,2713
9588,7012,7493,1,2516
9598,7019,8128,1,2890
9638,7040,11585,1,5304
9644,7040,11595,1,6630
9677,7061,7249,1,1802
9693,7075,4155,1,2244
9710,7089,10176,1,1020
9728,7103,11583,1,6630
9735,7110,10765,1,2713
9769,7138,9945,1,10812
9777,7145,10609,1,5780
9786,7152,11549,1,2380
9833,7187,8115,1,2890
9852,7201,10427,1,2033
9868,7215,11545,1,4046
9888,7229,11633,1,1700
9955,7285,10702,1,2040
9998,7313,9846,1,2713
10037,7341,11757,1,4250
10141,7418,5426,1,687
10204,7467,8764,1,4420
10205,7467,8770,1,4420
10268,7516,7601,5,666
10282,7530,9837,1,2788
10292,7537,11610,1,510
10302,7544,11422,1,4753
10362,7586,11959,1,2033
10377,7600,9420,1,2373
8921,6522,11262,1,4413
8923,6522,11266,1,4413
8970,6557,4152,1,2244
8971,6557,4153,1,2244
9017,6592,11071,1,2502
9024,6599,6281,1,1578
9047,6613,10236,1,5508
9054,6620,10614,1,3400
9187,6725,11314,1,2686
9265,6788,10619,1,1020
9353,6844,11374,1,4073
9397,6879,9852,1,2713
9419,6893,5551,1,1564
9586,7012,7498,1,2516
9589,7012,7491,2,2516
9609,7026,11689,1,2584
9640,7040,11589,1,6630
9641,7040,11590,1,6630
9643,7040,11593,1,6630
9754,7124,11230,1,6630
9796,7159,11591,1,6630
9804,7166,11463,1,5746
9816,7173,10861,1,6460
9860,7208,3797,1,680
9886,7229,11630,1,1700
9887,7229,11632,1,1700
9906,7243,5426,3,687
9913,7250,11587,1,6630
9937,7271,11591,1,6630
9947,7278,11582,1,6630
9978,7299,11635,1,1700
10023,7334,11750,1,4250
10056,7355,11405,1,1360
10074,7369,10809,1,10642
10086,7376,11638,1,1870
10095,7383,10757,1,510
10097,7383,10753,1,374
10126,7404,9571,1,5100
10152,7425,11368,1,1564
10179,7446,1909,1,374
10187,7453,11631,1,1700
10218,7474,11547,1,3264
10225,7481,10616,1,619
10233,7488,10304,1,2040
10240,7495,11515,1,4590
10267,7516,7600,5,666
10275,7523,11595,1,6630
10294,7537,11613,1,510
10340,7572,11958,1,2033
10403,7621,10863,1,6460
10441,7649,12161,1,4590
10464,7670,5246,1,3978
10507,7705,1412,1,3468
10523,7719,12370,1,3128
10533,7726,12371,1,3128
10588,7761,11973,1,5168
10605,7775,10140,1,1870
10677,7824,10514,1,3060
10687,7831,10462,1,3060
10716,7852,12288,1,673
10763,7887,12513,1,1088
10764,7887,12518,1,1088
10765,7887,12515,1,1088
10778,7894,11969,1,5168
10796,7908,12392,1,2448
10831,7929,10929,1,2108
10839,7936,7271,1,3740
10886,7971,11631,1,1700
10910,7985,12310,1,816
10972,8027,11473,1,5746
10973,8027,11462,1,5746
10984,8034,10935,1,2108
11005,8048,12340,1,23120
11054,8083,12371,1,3128
11227,8223,10836,1,2040
11244,8237,10194,1,1693
11306,8286,11562,1,1700
11307,8286,11578,1,1700
11320,8293,12795,1,2380
11341,8307,12908,1,1353
11371,8328,11634,1,1700
11379,8335,11074,1,1632
11404,8349,12481,1,1564
11420,8363,12720,1,2312
11450,8384,9516,1,2033
11479,8405,10133,1,2278
11533,8447,12787,1,2380
11562,8468,12787,1,2380
11564,8468,12789,1,2380
11565,8468,12790,1,2380
11566,8468,12791,1,2380
11581,8475,4155,1,2244
11596,8489,9803,1,4060
11630,8510,11309,1,5093
11647,8524,9544,1,2033
11677,8552,11576,1,1700
11706,8573,12871,1,2448
11716,8580,12912,1,5440
11772,8622,11074,1,1632
11821,8657,12810,1,1700
11864,8692,12810,1,1700
10395,7614,11634,1,1700
10473,7677,11546,1,1870
10474,7677,11549,2,2380
10491,7691,7311,1,1720
10522,7719,12374,1,3128
10554,7740,12382,1,3128
10570,7747,11633,1,1700
10587,7761,11972,1,5168
10615,7782,3382,1,1836
10616,7782,3388,1,1836
10700,7838,12144,1,2788
10707,7845,11959,1,2033
10717,7852,12289,1,673
10725,7859,11078,1,1632
10743,7873,12188,1,1074
10777,7894,11973,1,5168
10808,7915,11722,1,1088
10857,7950,11591,1,6630
10919,7992,12487,1,1564
10950,8013,11608,1,510
10951,8013,11610,1,510
10953,8013,11614,1,510
11035,8069,11086,1,4753
11045,8076,11634,1,1700
11098,8118,10828,1,2040
11099,8118,1930,1,2040
11115,8132,12168,1,4590
11173,8181,11543,1,4046
11199,8202,12764,1,1353
11253,8244,10752,1,374
11269,8258,3362,1,1836
11305,8286,11564,1,1700
11330,8300,12285,1,673
11412,8356,12376,1,3128
11419,8363,12718,1,2312
11461,8391,12787,1,2380
11488,8412,9717,1,1870
11489,8412,9722,1,1870
11560,8468,12785,1,2380
11561,8468,12786,1,2380
11563,8468,12788,1,2380
11608,8496,11877,1,1428
11655,8531,5510,1,5746
11662,8538,10850,1,2040
11685,8559,11959,1,2033
11724,8587,11240,1,5304
11802,8643,1380,1,3910
11811,8650,12141,1,2788
11819,8657,12814,1,1700
11863,8692,12806,1,1700
11865,8692,12809,1,1700
11974,8762,13018,1,1530
11977,8762,13021,1,1530
11996,8776,8115,1,2890
12080,8832,3901,1,1299
12125,8860,13009,1,2645
12152,8881,1730,1,2380
12190,8909,13504,1,2210
12220,8930,9835,1,2788
12286,8979,13509,1,1353
12304,8993,6285,1,1578
12344,9021,10696,1,578
12352,9028,12685,1,748
12369,9042,12372,1,3128
12399,9063,10914,1,3230
12427,9084,12486,1,1564
12468,9119,11634,1,1700
12478,9126,4150,1,2244
12509,9140,9835,1,2788
12529,9154,11362,1,1496
12558,9175,9777,2,782
12560,9175,5426,1,728
12568,9182,13522,1,1020
12584,9196,13769,1,2006
12620,9217,11960,1,2033
12635,9231,13543,1,1700
12654,9245,6779,1,2584
12693,9273,12926,1,5440
12703,9280,12929,1,5440
12791,9350,13703,1,2856
12840,9385,11755,1,4250
12889,9420,12304,1,2040
12942,9462,10605,1,5780
12955,9469,13623,1,884
13001,9504,13879,1,1632
13050,9546,14010,1,6460
13081,9574,13770,1,2006
13125,9602,13709,1,1190
13133,9609,11576,1,1700
13164,9623,12745,1,4420
13241,9686,13886,1,1632
13271,9714,12928,1,5440
13290,9728,12700,1,4216
13307,9742,11630,1,1700
13324,9756,9742,1,3393
13367,9791,12120,1,2788
13375,9798,6287,1,1578
13551,9924,11385,4,1564
13580,9945,11959,1,2033
13596,9952,13679,1,2210
13631,9980,12920,1,5440
13678,10015,10796,1,5100
13680,10015,13502,1,2210
13740,10064,14012,1,6460
13756,10078,13718,1,2720
13812,10120,9835,1,2788
13916,10204,14322,1,5100
13984,10253,10999,1,1972
14017,10281,12911,1,5440
14033,10295,12067,1,5746
14049,10309,13659,1,1353
14059,10316,11207,1,8126
14093,10344,12859,1,13906
14100,10351,13994,1,4046
14174,10400,14309,1,2033
14184,10407,14309,1,2033
14245,10442,13933,1,8160
14273,10463,14041,1,2890
14299,10477,12801,1,2713
14362,10519,12934,2,4046
14400,10540,14231,1,2373
14467,10589,11429,1,1836
14476,10596,11959,1,2033
14505,10617,14321,1,5100
14506,10617,14324,1,5100
14515,10624,13778,1,2006
14544,10645,14117,1,4753
14552,10652,14709,1,1768
14584,10673,14707,1,1768
14617,10694,14441,1,2373
14661,10729,14691,1,1632
14686,10750,13947,1,2713
14782,10820,14032,1,2040
14810,10841,13567,1,3264
14833,10862,14707,1,1768
14842,10869,11977,1,5168
14853,10876,12373,1,3128
11880,8699,12385,1,3128
11960,8748,10574,1,5093
11995,8776,8126,1,2890
12021,8797,11570,1,1700
12056,8811,10420,1,2033
12072,8825,13084,1,571
12088,8839,13314,1,850
12106,8846,11593,1,6630
12118,8853,10797,1,5100
12170,8895,11584,1,5304
12179,8902,12911,1,5440
12198,8916,13086,1,571
12199,8916,13088,1,714
12209,8923,13501,1,2210
12250,8951,11810,1,3740
12266,8965,13289,1,578
12324,9007,11634,2,1700
12341,9021,10693,1,578
12342,9021,10694,1,578
12343,9021,10695,1,578
12372,9042,12385,1,3128
12382,9049,12838,1,1353
12389,9056,13363,1,1353
12390,9056,13367,1,1353
12410,9070,13200,1,4250
12418,9077,12014,1,2210
12452,9105,9643,1,2380
12460,9112,12802,1,2713
12652,9245,6775,1,2584
12653,9245,6778,1,2584
12666,9252,9516,1,2033
12694,9273,12927,1,5440
12739,9308,7423,1,5780
12761,9329,12213,1,1816
12783,9343,13508,1,1360
12841,9385,11758,1,4250
12859,9399,10832,2,2040
12866,9406,13581,1,530
12896,9427,10797,1,5100
12909,9434,13891,1,1632
12916,9441,13777,1,2006
12972,9483,12574,1,3332
13011,9511,12701,1,4216
13057,9553,12382,1,3128
13065,9560,13841,1,3060
13082,9574,13773,1,2006
13124,9602,13710,1,1190
13180,9637,13278,1,4012
13222,9672,12792,1,2380
13256,9700,12140,1,2788
13264,9707,12927,1,5440
13316,9749,12382,1,3128
13352,9777,13921,1,4998
14876,10890,14490,1,4073
14887,10897,2459,1,2720
14901,10911,12349,1,3944
14953,10946,13548,1,1700
14961,10953,14729,1,918
14986,10967,14824,1,4080
15020,10995,14330,1,4046
15086,11051,14985,1,2720
15096,11058,5726,1,3060
15117,11072,14231,1,2373
15142,11093,14701,1,1088
15196,11128,12958,1,1360
15212,11142,12958,1,1360
15213,11142,12959,1,1360
15217,11142,12963,1,1360
15261,11170,11384,1,1564
15294,11198,7664,1,2244
15341,11240,12978,1,5066
15342,11240,12985,1,5066
15360,11254,13564,1,3264
15371,11261,14538,1,2040
15417,11296,14716,1,1768
15451,11324,15185,2,1360
15568,11401,14492,1,7820
15617,11429,15175,1,2040
15628,11436,14350,1,12240
15647,11450,14696,1,1088
15743,11513,14929,1,3060
15779,11541,14756,1,1360
15834,11576,14689,1,1632
15899,11632,14569,1,1496
15918,11646,14677,1,2713
15930,11653,15350,1,1700
15950,11667,12490,1,1564
15966,11674,14824,1,4080
15981,11681,14543,1,2040
16061,11730,15387,1,673
16076,11744,15354,1,1700
16105,11765,13639,1,2550
16123,11779,4917,1,2720
16141,11793,4446,1,3740
16148,11800,15345,1,1700
16160,11807,15347,1,1700
16170,11814,15361,1,1700
16189,11828,6722,1,4080
16241,11870,15080,1,3740
16270,11891,14506,1,4073
