id,order_id,product_id,quantity,price
46615,34641,25934,1,3006
46629,34655,25955,1,2625
46744,34718,22351,1,2142
46816,34767,21254,1,1054
46834,34781,14607,1,3284
46850,34795,22577,1,6793
46900,34830,24940,1,2802
46909,34837,26513,1,1598
47022,34928,24022,2,1945
47045,34942,4380,2,1251
47117,34991,26057,1,12818
47127,34998,15037,1,6732
47135,35005,26847,1,3108
39590,29440,23622,1,918
39628,29468,23577,1,6181
39642,29475,21680,2,816
39671,29496,23286,1,2346
39721,29538,21268,1,2652
39736,29552,7663,1,2278
39755,29566,10618,1,653
39769,29580,19335,1,1326
39799,29594,15654,1,2652
39808,29601,20208,1,4284
39818,29608,23469,1,1999
39852,29636,13778,1,2108
39919,29692,17659,1,2713
39937,29706,5489,1,2101
39944,29713,23800,1,2040
39989,29748,23489,1,7160
40017,29769,23189,1,2856
40024,29776,13559,1,755
40110,29832,21258,1,1020
40127,29846,22108,1,1428
40143,29860,20197,1,4284
40144,29860,20195,1,4284
40167,29874,20416,1,2176
40195,29888,22910,2,2870
40209,29902,18368,1,4080
40225,29916,14168,1,1020
40237,29923,23421,1,2856
40256,29937,19099,1,1074
40257,29937,19090,1,1074
40258,29937,19089,2,1074
40273,29951,22711,1,1680
40274,29951,22704,1,1680
40292,29965,22817,1,6712
40360,30014,14426,1,2230
40410,30049,23189,1,2856
40455,30084,21817,1,510
40456,30084,21818,1,510
40464,30091,14203,1,3536
40474,30098,23216,1,1904
40514,30126,23886,1,14477
40538,30133,23138,1,1890
40575,30168,18526,1,884
40595,30182,19711,1,2645
40634,30210,22054,1,1802
40645,30217,21679,1,816
40647,30217,21683,1,816
40658,30224,24179,1,5678
40696,30252,23599,1,1217
40714,30259,6003,1,9064
40734,30273,13545,1,1700
40750,30287,22506,1,4753
40751,30287,22507,1,4753
40818,30336,23567,1,2570
40857,30371,16189,1,4080
40969,30455,18438,1,3264
41000,30476,17663,1,2713
41023,30490,9348,1,3896
41083,30532,24398,1,5209
1524,1132,2809,1,639
1554,1153,3268,1,1190
1568,1160,3438,1,8126
1571,1160,3441,1,8126
1573,1160,3443,1,8126
1603,1181,2218,1,3366
1604,1181,2222,1,3366
1621,1195,3709,1,3196
1630,1202,3799,1,680
1649,1209,2629,1,3740
1664,1223,3417,1,4420
1675,1230,1648,1,5304
1722,1265,3872,1,1700
1791,1307,3266,1,1190
1871,1356,2950,1,10846
1887,1370,3755,1,3053
1975,1426,4152,1,2244
2009,1454,3080,1,1836
2033,1468,2669,1,11458
2042,1475,2465,1,2033
2056,1489,3937,1,3461
2096,1517,4665,2,2040
2106,1524,2552,1,3400
2115,1531,3079,1,1836
2123,1538,4521,1,2713
2164,1573,4664,1,2040
2191,1594,4328,1,4726
2200,1601,4665,1,2040
2210,1608,2457,1,2720
2211,1608,2458,2,2720
2235,1622,1929,1,2040
2242,1629,4830,1,2176
2259,1643,3188,1,5440
2315,1692,4819,1,1496
2331,1706,3748,1,2380
2374,1734,4152,1,2244
2382,1741,4662,1,2040
2389,1748,4772,1,3060
2433,1776,1111,1,2720
2463,1804,4465,1,2040
2576,1881,4652,1,5950
2593,1895,3955,1,1571
2610,1909,4234,1,3733
2627,1923,4821,1,1496
2657,1944,5366,1,2142
2668,1951,4770,1,3060
2671,1951,4767,1,3060
2673,1951,4769,1,3060
2674,1951,4770,1,3060
2686,1951,4769,1,3060
2731,1986,4362,1,3060
2747,2000,3768,1,3053
2755,2007,5423,1,687
2762,2014,3083,1,1836
2788,2035,5344,1,3978
2797,2042,5112,1,1693
2834,2070,3745,1,2380
2851,2084,4818,1,1496
2861,2091,3776,1,1693
2877,2098,4818,1,1496
2899,2119,4923,1,2720
47191,35047,9084,1,4753
47200,35054,24017,1,1945
47255,35103,27062,1,748
47280,35124,18064,1,2856
47287,35131,22138,1,3856
47355,35187,26545,1,2863
47395,35215,8873,1,2033
47461,35264,24934,1,2802
47472,35271,27060,1,748
47523,35313,26051,1,2523
47553,35334,14761,1,2502
47572,35348,25716,1,5433
47587,35362,27104,3,748
47606,35376,26538,1,2577
47615,35383,26390,1,1802
47672,35425,27105,1,748
47683,35432,27106,1,714
47692,35439,17397,1,2489
47722,35460,24022,1,1945
47820,35530,27235,1,1836
47831,35537,25715,1,5433
47855,35551,19280,1,2292
47857,35551,19282,1,2292
47866,35558,26889,1,4644
47943,35628,25023,1,1081
47987,35656,27148,1,2081
48006,35670,20080,1,1034
48039,35691,15359,1,1700
48046,35698,24019,1,1945
48104,35740,26940,1,2502
48115,35747,21229,1,1931
48127,35754,24407,1,2462
48163,35782,27036,1,5998
48191,35803,26791,1,6018
48200,35810,14232,1,2373
48222,35831,17652,1,5372
48231,35838,14007,1,19026
48253,35852,25374,1,802
48271,35866,26962,1,2135
48298,35887,22188,1,2217
48342,35915,26589,1,2720
48343,35915,26588,1,2720
48353,35922,9742,1,3563
48365,35929,26963,1,2135
48419,35971,14228,1,2373
48453,35999,19205,1,2190
48471,36013,19857,1,1632
48479,36020,22842,1,4760
48506,36041,27089,1,2190
48513,36048,27217,1,5358
48523,36055,26626,1,3216
48530,36062,25278,1,5542
48576,36097,26232,1,7106
48591,36111,14924,1,5100
48604,36118,5704,1,6786
48640,36146,14922,2,5100
48680,36174,26970,1,5345
48683,36174,26973,1,5345
2983,2175,2460,1,2720
3006,2196,4116,1,1870
3038,2217,5436,1,2924
3053,2231,5677,1,2210
3080,2245,3076,1,1836
3082,2245,3080,1,1836
3114,2273,5336,1,6188
3123,2280,5701,2,6460
3137,2287,5848,1,4420
3158,2301,3829,1,5780
3164,2301,3836,1,5780
3233,2357,6217,1,5100
3297,2413,5329,1,5039
3306,2420,6210,1,2924
3348,2448,5367,1,2142
3360,2455,5700,1,2890
3372,2462,6103,2,1700
3384,2469,6279,1,1578
3410,2490,4157,1,2244
3460,2532,5984,1,2380
3527,2567,6767,1,2713
3567,2588,6820,1,2448
3585,2602,6791,1,2890
3605,2609,2473,1,2033
3607,2609,2473,1,2033
3663,2644,6103,1,1700
3671,2651,4980,1,3502
3687,2665,6100,1,1700
3765,2728,6103,1,1700
3780,2742,5747,1,6970
3791,2749,5824,1,2033
3798,2756,3381,1,1836
3827,2777,5424,1,687
3891,2819,6549,1,2373
3902,2826,7268,1,3740
3956,2868,6871,1,4916
3971,2882,6287,1,1578
3978,2889,5677,1,2210
3988,2896,6540,1,8806
3989,2896,6541,1,8806
4028,2924,7268,1,3740
4045,2938,5838,1,5957
4059,2952,6633,1,3740
4072,2959,2458,1,2720
4133,3001,4145,1,3672
4140,3008,7347,1,2040
4148,3015,6279,1,1578
4222,3078,7371,1,2210
4239,3092,5818,1,2033
4256,3106,2479,1,5984
4257,3106,2483,1,6222
4270,3113,7383,1,5868
4281,3120,6122,1,2788
4381,3197,7700,1,1000
4404,3211,7296,1,544
4414,3218,5849,1,4420
4421,3225,5525,1,3237
4448,3246,7753,1,2040
3014,2203,5966,1,1020
3027,2210,5595,1,7140
3045,2224,5346,1,5039
3079,2245,3074,1,1836
3081,2245,3078,1,1836
3083,2245,3082,1,1836
3159,2301,3830,1,5780
3171,2308,4894,1,9010
3172,2308,4896,1,9146
3185,2315,3746,1,2380
3225,2350,6277,1,2876
3276,2392,6481,1,2720
3283,2399,5987,1,2380
3290,2406,6281,1,1578
3399,2483,6100,1,1700
3453,2525,5946,1,1795
3468,2539,6154,1,1700
3491,2560,4548,1,2244
3574,2595,6172,1,5644
3575,2595,6174,1,5644
3583,2602,6788,1,2890
3608,2609,2473,1,2033
3625,2623,5640,1,4413
3696,2672,6215,1,5100
3703,2679,4971,1,2040
3711,2686,6218,1,5100
3718,2693,6058,1,5440
3738,2707,6876,1,3060
3745,2714,5340,1,3978
3754,2721,6285,1,1578
3764,2728,6102,1,1700
3820,2770,6719,1,4080
3828,2777,5425,1,687
3851,2791,6169,1,3740
3859,2798,6771,1,2040
3875,2805,5419,1,3264
3933,2847,6859,1,4420
3948,2861,4613,1,1870
3979,2889,5680,1,2210
3987,2896,6539,1,8806
4002,2903,6168,1,3740
4029,2924,7271,1,3740
4060,2952,6637,1,3740
4089,2973,7352,1,2040
4098,2980,5706,1,6460
4099,2980,5707,1,6460
4132,3001,4143,1,4896
4149,3015,6285,1,1578
4189,3050,7271,1,3740
4213,3071,7610,1,3400
4229,3085,7492,1,2516
4230,3085,7497,1,2516
4282,3120,6117,1,2788
4294,3127,6768,1,2040
4301,3134,7698,1,1000
4309,3141,6358,1,3740
4310,3141,6365,1,3740
4321,3148,7558,1,7480
4440,3239,7297,1,612
4441,3239,7298,2,476
4449,3246,7754,1,2040
4450,3246,7756,1,2040
48684,36174,26974,1,5345
48711,36195,26156,1,4869
48718,36202,21336,1,238
48727,36209,18031,1,2081
48737,36216,23622,1,918
48756,36230,23309,1,4481
48765,36237,23854,1,3278
48818,36279,24212,1,4413
48850,36307,23481,1,2081
48885,36335,26585,2,2720
48918,36363,18398,1,4073
48950,36384,26941,1,2502
49002,36419,22355,2,9520
49023,36433,27032,1,3563
49052,36454,21674,1,1856
49059,36461,27033,1,3563
49079,36475,27587,1,2618
49101,36496,20079,1,1034
49108,36503,6283,1,1612
49109,36503,6282,1,1612
49117,36510,4050,1,3563
49133,36524,26802,1,2135
49134,36524,26804,1,2135
49157,36545,26642,1,1176
49247,36608,26659,1,3380
49254,36615,24673,1,3740
49333,36664,27641,1,2815
49350,36678,24038,1,4393
49364,36692,26601,1,3196
49415,36727,27880,1,8758
49469,36755,25132,3,1299
49481,36762,27830,1,700
49513,36790,25970,1,4032
49522,36797,24314,1,3216
49523,36797,24316,1,3216
49524,36797,24313,1,3216
49575,36839,7368,1,8908
49591,36853,26585,1,2720
49654,36895,27986,3,490
49671,36909,26812,1,2135
49680,36916,27993,1,884
49718,36944,27986,1,490
49740,36958,26620,1,3216
49748,36965,27852,1,5100
49781,36986,27490,1,2319
49789,36993,20007,1,5882
49838,37035,6279,1,1700
49854,37049,24704,1,3570
49918,37098,6279,1,1700
49998,37140,27908,1,3366
50051,37182,26585,1,2720
50060,37189,27190,1,4202
50156,37259,17714,1,2523
50164,37266,6648,1,3740
50182,37280,11227,1,5304
50236,37329,21695,1,3264
41139,30574,23798,1,2040
41154,30588,23798,1,2040
41191,30616,23190,1,2856
41242,30658,24425,1,4896
41273,30679,24031,1,4393
41289,30693,21669,1,1108
41299,30700,21992,1,1571
41315,30707,22931,1,5032
41324,30714,20093,1,1788
41344,30728,17176,1,3366
41402,30763,24515,1,3359
41434,30784,23668,1,2101
41488,30826,9106,1,4386
41496,30833,24019,1,1945
41519,30854,24621,1,2360
41529,30861,19658,1,2373
41540,30868,23497,1,3189
41548,30875,22818,2,6712
41593,30903,10306,1,2040
41602,30910,12716,1,2312
41659,30952,8216,1,2373
41701,30980,24027,1,1945
41726,31001,24420,1,2462
41749,31015,24312,1,3216
41753,31015,24313,1,3216
41778,31036,24067,1,1700
41809,31057,15788,1,2380
41827,31071,22449,1,1890
41879,31106,16266,1,680
41892,31113,24243,1,11220
41909,31127,14468,1,2720
41924,31134,21677,1,816
41943,31148,24332,1,4202
41951,31155,16958,1,1693
41960,31162,20519,1,2176
41975,31176,23236,1,2475
42013,31204,24019,1,1945
42072,31253,24019,1,1945
42097,31274,22343,1,2142
42106,31281,23344,1,2394
42123,31295,21262,1,1020
42138,31309,19141,1,14620
42139,31309,19143,1,14620
42168,31330,24604,1,1999
42176,31337,24003,1,1788
42207,31358,24020,1,1945
42277,31407,23784,1,4991
42307,31428,16229,1,2237
42315,31435,14375,1,5664
42368,31470,24895,1,2101
42436,31526,24640,1,2482
42454,31540,13005,1,2713
42505,31582,12823,1,3074
42530,31603,22114,1,1251
42624,31673,8638,1,2176
4515,3295,7807,1,3536
4523,3302,5550,1,1564
4535,3309,7757,1,2040
4558,3330,6768,1,2040
4559,3330,6769,1,2040
4561,3330,6771,1,2040
4623,3379,5509,1,5746
4655,3407,7491,1,2516
4673,3421,7605,1,1306
4688,3435,7715,1,2380
4709,3456,7666,1,2244
4756,3491,2457,1,2720
4802,3519,7850,1,2373
4817,3533,1937,1,2040
4851,3561,7664,1,2244
4895,3596,1736,1,2380
4990,3666,7722,1,2380
5036,3701,8159,1,1700
5072,3722,8167,1,1700
5093,3736,3980,1,1666
5168,3792,7608,1,1306
5181,3799,8175,1,3366
5183,3799,7688,1,4046
5195,3806,8350,1,1156
5248,3848,8640,1,2380
5268,3862,8353,1,1156
5316,3897,7886,1,2380
5326,3904,8159,1,1700
5327,3904,8164,1,1700
5336,3911,8021,1,1700
5344,3918,8791,1,3210
5371,3939,7899,1,2380
5386,3953,8630,1,2652
5390,3953,8633,1,2652
5455,4009,8153,1,1700
5487,4030,7271,1,3740
5502,4044,7600,1,666
5532,4065,8782,1,4420
5581,4100,6285,1,1578
5678,4163,5724,1,3060
5679,4163,5725,1,3060
5697,4177,4363,1,3060
5713,4191,8191,1,5433
5756,4219,8631,1,2652
5791,4247,8574,1,7480
5800,4254,8360,1,1020
5846,4289,8750,1,1904
5884,4317,7663,1,2244
5905,4331,8549,1,3570
5915,4338,9051,1,680
4458,3253,7670,1,2244
4484,3274,7553,1,7480
4492,3281,7426,1,4726
4502,3288,4380,1,1190
4503,3288,4377,1,1190
4551,3323,7284,1,4753
4562,3330,6772,1,2040
4563,3330,6773,1,2040
4578,3344,7018,1,6086
4595,3358,7268,1,3740
4664,3414,4472,1,2040
4757,3491,2458,1,2720
4792,3512,8354,1,1020
4833,3547,7813,1,5882
4880,3582,8234,1,3366
4902,3603,6287,1,1578
4948,3638,8161,1,1700
4959,3645,8159,1,1700
4966,3652,8205,1,1346
5000,3673,7489,1,5100
5008,3680,8167,1,1700
5027,3694,7268,1,3740
5044,3708,6765,1,3393
5102,3743,7303,1,1292
5116,3750,8165,1,1700
5123,3757,7840,1,5440
5140,3771,8254,1,10710
5194,3806,8349,1,1156
5204,3813,5767,1,2237
5221,3827,8172,1,3366
5239,3841,3861,1,4896
5249,3848,8639,1,2380
5329,3904,8157,1,1700
5353,3925,2458,1,2720
5397,3960,8703,1,4726
5414,3974,8474,1,6793
5415,3974,8475,1,6793
5432,3988,6511,1,2822
5475,4023,8518,1,1768
5522,4058,8163,1,1700
5547,4072,7004,1,2876
5572,4093,1406,1,2870
5590,4107,8157,1,1700
5607,4114,8160,1,1700
5631,4128,8857,1,2210
5651,4142,8638,1,2380
5668,4156,8154,1,1700
5720,4198,7135,1,3944
5765,4226,8332,1,4073
5817,4268,7669,1,2244
5829,4275,8021,1,1700
5848,4289,8755,1,1095
5859,4296,6281,1,1578
5877,4310,7104,1,10608
5923,4345,7850,1,2373
42672,31708,7665,1,2278
42684,31715,24022,1,1945
42789,31792,23139,1,1890
42850,31841,24609,1,1986
42896,31855,20664,1,1870
42919,31876,24303,1,3169
43066,31967,23724,1,1761
43099,31988,17706,1,5433
43100,31988,17707,1,5433
43165,32037,24605,1,1999
43190,32058,24933,1,2802
43210,32072,24408,1,2462
43235,32086,24236,1,2713
43243,32093,24023,1,1945
43277,32121,23645,1,4638
43320,32156,10913,1,3230
43383,32198,24987,1,5705
43452,32254,25150,1,3318
43462,32261,24902,1,2101
43479,32275,22266,1,2502
43487,32282,22741,1,2142
43488,32282,22743,1,2142
43516,32303,24143,1,3563
43521,32303,24144,1,3563
43522,32303,24146,1,3563
43590,32352,15169,1,2040
43622,32366,10511,1,3230
43637,32380,25398,1,5610
43692,32429,15361,1,1700
43707,32443,7671,1,2278
43815,32520,24856,1,2564
43865,32555,25638,1,2856
43874,32562,11613,1,653
43875,32562,11619,1,653
43914,32590,19719,1,1700
43929,32597,25398,2,5610
43931,32597,25397,1,5610
43980,32632,20859,1,2176
44008,32653,24582,1,1258
44041,32681,25326,1,2224
44042,32681,25338,1,2224
44089,32716,23797,1,2040
44099,32723,24069,1,1700
44152,32765,24822,1,1904
50251,37343,14222,1,2373
50270,37357,28148,1,1224
50288,37364,25760,1,3203
50305,37378,28732,1,966
50473,37490,27267,1,1680
50475,37490,27271,1,1680
50483,37497,28573,1,2523
50508,37511,28261,1,5780
50518,37518,28606,1,952
50575,37560,19199,1,2190
50591,37574,27634,1,2815
50633,37609,26454,1,2489
50683,37644,21442,1,3359
50711,37665,28754,1,1571
50726,37672,25937,2,7133
50851,37763,27858,1,2380
50883,37791,27516,1,2033
50908,37812,21259,1,1054
50912,37812,21262,1,1054
50983,37854,28715,1,1809
51001,37868,28633,1,3155
51009,37875,27059,1,2380
51031,37889,25954,1,1122
51050,37896,25137,1,1557
51103,37931,3266,1,1952
51138,37959,28720,1,2448
51147,37966,27883,1,8758
51154,37973,23485,1,4284
51172,37980,26517,1,1598
51184,37987,22983,1,2101
51219,38015,27808,1,2380
51244,38036,26962,1,2135
51272,38057,6719,1,4080
51294,38071,15316,1,2713
51326,38092,26590,1,2720
51394,38148,28755,1,1571
51403,38155,15654,1,2652
51472,38211,18025,1,6072
51490,38225,28664,1,2523
51510,38239,28851,1,2958
51555,38274,28809,1,2584
51579,38288,14922,1,5100
51587,38295,28861,1,2958
51629,38323,8215,1,2489
51647,38337,26864,1,6072
51677,38358,9954,1,1788
5938,4352,8629,1,2652
5947,4359,8684,1,5433
5985,4387,8153,1,1700
6031,4422,3668,2,3210
6047,4436,6901,1,10540
6093,4471,8162,1,1700
6101,4478,8332,1,4073
6125,4492,8145,1,1496
6142,4506,8569,1,2380
6181,4534,9231,1,6426
6191,4541,8157,1,1700
6200,4548,8680,1,5433
6253,4590,4091,1,2380
6286,4618,5336,1,6188
6398,4702,5704,1,6460
6405,4709,8945,1,4046
6433,4723,1632,1,3026
6434,4723,5338,1,4862
6463,4744,9615,1,2856
6500,4772,9231,1,6426
6576,4828,9416,1,2373
6611,4856,9148,1,2924
6628,4870,9769,1,4420
6638,4877,8266,1,5433
6685,4905,2634,1,3740
6736,4947,9600,1,5154
6753,4961,9231,1,6426
6796,4996,6694,1,1421
6854,5031,8356,1,1020
6878,5052,7698,1,1000
6930,5066,9584,1,374
7026,5143,9644,1,2380
7035,5150,9918,1,3393
7060,5171,9052,1,680
7085,5192,4153,1,2244
7301,5332,7984,1,3740
7359,5374,9992,1,4753
7399,5409,9766,1,4420
7414,5423,10419,1,2713
5957,4366,9007,1,2040
6083,4464,8093,1,1489
6100,4478,8337,1,4073
6134,4499,6887,1,3400
6164,4520,8639,1,2380
6210,4555,7668,1,2244
6227,4569,8871,1,4080
6242,4583,8157,1,1700
6269,4604,8966,2,2326
6279,4611,9004,1,4753
6308,4639,5216,1,7786
6309,4639,5223,1,7786
6374,4688,2705,1,5433
6432,4723,5336,1,6188
6436,4723,5331,1,6188
6470,4751,8523,1,1768
6507,4779,9601,1,5154
6515,4786,9772,1,932
6567,4821,9182,1,2013
6595,4842,9512,1,2033
6603,4849,9514,1,2033
6657,4891,8337,1,4073
6666,4898,8770,1,4420
6694,4912,8872,1,4080
6728,4940,7846,3,2373
6743,4954,9046,1,1870
6762,4968,5550,1,1564
6788,4989,9236,1,6426
6789,4989,9238,1,6426
6815,5010,9353,1,3808
6922,5059,8630,1,2652
6946,5080,6155,1,1700
6963,5094,9770,1,932
6971,5101,8079,1,2373
6979,5108,9689,1,2380
7043,5157,9663,1,12852
7061,5171,9054,1,680
7076,5185,7219,1,952
7092,5199,8690,1,4420
7118,5220,9874,1,1972
7128,5227,9514,1,2033
7173,5248,9365,1,3808
7255,5304,9817,1,3740
7265,5311,10306,1,2040
7315,5339,7945,1,3060
7326,5346,9986,1,2380
7377,5388,9983,1,2380
7392,5402,9316,1,612
51817,38456,6282,1,1700
51818,38456,6279,1,1700
51831,38463,28838,2,1346
51832,38463,28843,1,1346
51882,38491,13579,1,836
51900,38505,26156,1,4869
51911,38512,27850,1,2380
51919,38519,29301,1,1224
51929,38526,27773,1,1782
51947,38540,11583,1,6630
51994,38575,28755,1,1571
52019,38589,6281,1,1700
52035,38603,29057,1,2754
52043,38610,29328,1,2652
52050,38617,19997,1,1680
52075,38638,25331,1,2224
52084,38645,21253,1,1054
52096,38652,14203,1,3713
52181,38722,27398,1,877
52272,38785,26633,1,4896
52324,38834,14231,1,2373
52415,38904,24019,1,1945
52477,38953,29518,1,1931
52544,39009,29515,1,1931
52553,39016,28897,1,653
52554,39016,28893,1,653
52606,39058,27808,1,2380
52614,39065,29512,1,1931
52623,39072,27449,1,1877
52630,39079,29512,1,1931
52699,39135,28288,1,4991
52744,39170,22515,1,1788
52755,39177,29279,1,4801
52782,39198,20977,1,3930
52799,39212,29509,1,3563
52834,39240,15788,1,2625
52888,39275,29509,1,3563
52902,39289,9351,1,4277
52910,39296,21283,1,2074
52918,39303,29149,1,2822
52971,39345,14224,1,2373
52972,39345,14228,1,2373
53000,39366,6280,1,1700
53002,39366,6282,1,1700
53003,39366,6283,1,1700
53047,39401,28679,1,2713
53061,39415,29517,1,1931
53095,39443,29489,1,4570
53103,39450,29512,1,1931
53104,39450,29514,1,1931
53155,39492,18103,1,5780
53162,39499,6286,1,1700
53196,39520,25408,1,5610
53218,39541,29060,1,2754
53252,39555,28221,1,3278
53298,39597,29043,1,3441
7424,5430,9343,1,3930
7460,5458,7847,3,2373
7518,5507,9978,1,2210
7612,5563,5726,2,3060
7621,5570,9129,1,4080
7652,5591,7948,1,5100
7675,5605,3774,1,1693
7696,5619,7666,1,2244
7697,5619,7665,1,2244
7719,5640,9319,1,1013
7731,5647,10456,1,3060
7743,5654,10306,1,2040
7762,5668,9515,1,2033
7790,5689,9511,1,2033
7799,5696,4158,1,2244
7822,5710,9830,1,2788
7838,5717,9830,1,2788
7865,5738,6285,1,1578
7875,5745,9563,1,1333
7888,5752,9353,1,3808
7965,5801,10287,1,8833
7967,5801,10291,1,8833
8019,5836,9722,1,1870
8048,5857,9512,1,2033
8065,5871,9970,1,1700
8073,5878,9316,1,612
8097,5899,7266,1,3740
8127,5920,9315,2,490
8128,5920,9316,1,612
8162,5948,9591,1,952
8180,5962,7268,1,3740
8206,5976,9939,1,2006
8214,5983,8328,1,4073
8222,5990,10740,1,2679
8229,5997,10513,1,2713
8245,6011,5487,1,1720
8255,6018,10392,1,2652
8332,6081,11008,1,680
8333,6081,11009,1,680
8414,6137,9832,1,2788
8428,6144,9611,1,2856
8453,6165,10908,1,3366
8461,6172,10886,1,3060
8481,6186,10698,1,2040
8589,6277,10908,1,3366
8626,6305,8217,1,2713
8635,6312,10866,1,6460
8654,6326,10604,1,5780
8671,6340,10159,3,1224
8713,6375,10764,1,2713
8866,6487,10526,1,13722
44195,32800,25211,2,2802
44237,32835,13638,1,14926
44245,32842,12973,1,1965
44257,32849,24539,1,3203
44266,32856,25201,1,4706
44327,32905,19488,1,1530
44346,32919,24856,1,2564
44388,32954,25364,1,1999
44406,32968,21682,1,816
44493,33031,18159,1,5426
44496,33031,18162,1,6786
44503,33038,19033,1,2040
44519,33052,25312,1,1380
44590,33115,24631,1,2482
44622,33143,21665,1,5535
44649,33164,24900,1,2101
44672,33178,24901,1,2101
44673,33178,24902,1,2101
44689,33185,20393,1,1768
44713,33206,25036,1,2686
44737,33220,25231,1,2713
44761,33234,22724,1,3033
44815,33276,25370,1,802
44832,33290,25131,1,1299
44833,33290,25137,1,1557
44858,33304,25144,1,3318
44866,33311,10914,1,3230
44964,33388,21679,1,816
44967,33388,21677,1,816
44981,33402,24029,1,1945
44988,33409,25137,1,1557
44996,33416,25141,1,1557
45007,33423,15325,1,1496
45015,33430,22138,1,3856
45024,33437,22163,1,8153
45077,33479,18058,1,2720
45112,33507,25504,1,2142
45122,33514,21082,1,1680
45139,33528,22114,1,1251
45176,33556,18199,1,4508
45193,33570,20773,1,2788
45211,33584,21887,1,2713
45268,33626,24797,1,5569
45283,33640,24641,1,2482
45310,33661,21477,1,5508
45334,33675,15401,1,4277
45349,33689,25375,1,802
45380,33710,26126,2,1040
45499,33801,26127,1,1040
45509,33808,25389,1,802
45545,33836,25880,1,2244
45560,33850,25192,1,4706
45571,33857,11707,1,1292
45573,33857,11720,1,1054
45588,33871,25152,1,2380
45605,33885,14929,1,3155
45626,33906,22985,1,2040
45634,33913,23623,1,1360
53335,39618,29332,1,2652
53345,39625,29263,1,1013
53346,39625,29265,1,1013
53356,39632,28251,1,1346
53357,39632,28253,1,1346
53388,39653,17959,1,5712
53415,39667,29502,1,3563
53448,39688,24407,1,2462
53485,39716,9315,1,503
53494,39723,17657,1,3352
53510,39730,27903,1,2380
53536,39751,14123,1,6732
53559,39765,21696,4,1088
53586,39786,27598,1,4250
53636,39828,27266,1,1680
53639,39828,27271,1,1680
53678,39856,29859,1,1850
53806,39954,29782,1,3196
53839,39982,29812,1,4570
53865,40003,29277,1,4801
53905,40017,25764,1,2679
53921,40024,29155,1,2822
53998,40080,20881,1,3570
54014,40094,29340,1,4454
54043,40115,29509,1,3563
54075,40136,29056,1,2754
54090,40150,30327,1,2040
54116,40171,29601,1,2326
54140,40192,14925,1,5100
54156,40206,28755,1,1571
54173,40220,29859,1,1850
54188,40234,29997,1,3944
54205,40248,30275,1,7133
54235,40269,29969,1,5705
54264,40290,27872,1,8758
54272,40297,6279,1,1700
54298,40318,29782,1,3196
54323,40339,29786,1,3196
54362,40374,27012,1,2604
54455,40430,28097,1,13532
54474,40444,29509,1,3563
54524,40486,29966,1,2849
54539,40500,29504,1,3563
54612,40556,29926,1,4277
54623,40563,27972,1,5896
54631,40570,30320,1,2040
54666,40598,29563,1,2190
54683,40612,29500,1,3563
54702,40626,30061,1,2999
54710,40633,14122,1,6732
54760,40675,29504,1,3563
54783,40689,29297,1,1224
54799,40703,26253,1,2135
54831,40731,30213,1,2965
7469,5465,10359,1,5440
7477,5472,9513,1,2033
7525,5514,10099,1,2380
7533,5521,9740,1,3393
7566,5535,5340,1,3978
7605,5556,7670,1,2244
7620,5570,9127,1,4080
7622,5570,9130,1,4080
7629,5577,10193,1,1421
7642,5584,10542,1,2720
7664,5598,8832,1,2094
7687,5612,9740,1,3393
7704,5626,9420,1,2373
7720,5640,9321,1,1197
7752,5661,10571,1,1836
7858,5731,9973,1,1156
7899,5759,9590,1,952
7909,5766,9321,1,1197
7921,5773,10243,1,2720
7929,5780,7966,1,1632
7969,5801,10293,1,8833
8089,5892,4156,1,2244
8171,5955,9720,1,1870
8266,6025,9982,1,2380
8276,6032,10748,1,2679
8293,6046,9757,1,5433
8307,6060,10949,1,14280
8323,6074,5706,1,6460
8343,6088,11005,1,680
8366,6102,10543,1,2720
8375,6109,10130,1,2278
8402,6130,9847,1,2713
8415,6137,9829,2,2788
8417,6137,9830,1,2788
8436,6151,10571,1,1836
8472,6179,10379,1,3529
8498,6200,9512,1,2033
8499,6200,9514,2,2033
8506,6207,10285,1,8833
8532,6228,9584,1,374
8557,6249,10920,1,2108
8566,6256,11110,1,10193
8596,6284,10338,2,1224
8612,6298,9515,1,2033
8624,6305,8213,1,2713
8625,6305,8216,1,2713
8647,6319,9550,1,12580
8746,6403,10960,1,14280
8755,6410,9833,1,2788
8757,6410,9837,1,2788
8774,6424,10886,1,3060
8803,6445,10572,1,1972
8842,6473,6283,1,1578
8851,6480,11077,1,1632
8948,6543,11206,1,8126
8962,6550,10701,1,2040
8980,6564,10891,1,2373
8989,6571,10648,1,10057
8997,6578,11222,1,3774
9007,6585,9612,1,2856
9102,6655,11077,1,1632
9122,6669,11077,1,1632
9139,6683,4364,1,3060
9148,6690,10167,1,2040
9196,6732,10332,1,4760
9218,6746,9639,1,3740
9234,6760,2655,1,2713
9249,6774,10354,1,3740
9256,6781,8680,1,5433
9298,6802,10888,1,3060
9322,6823,11088,1,4753
9367,6851,11078,1,1632
9375,6858,10590,1,9466
9382,6865,9830,1,2788
9410,6886,7424,1,6086
9426,6900,11427,1,4753
9472,6935,5553,1,1564
9486,6942,11369,1,1564
9487,6942,11370,1,1564
9495,6949,9852,1,2713
9519,6963,11229,1,5304
