"plant_code","tech","mw_cap","cap_fac","heat_rate"
58870,"All Other",15.4,0.679898298048983,9231.99703448501
58946,"Landfill Gas",4.2,0.721080669710807,10893.7052393517
59005,"Onshore Wind Turbine",230.4,0.0329653015601218,9232.00168334987
59034,"Onshore Wind Turbine",204,0.383149230011639,9231.99985979322
59068,"Onshore Wind Turbine",200,0.31872602739726,9231.99882523173
59118,"Onshore Wind Turbine",165,0.345199944651999,9232.00428097292
59204,"Solar Photovoltaic",5.5,0.249439601494396,9232.06856382094
59205,"Solar Photovoltaic",100,0.247044520547945,9232.00299430251
59207,"Solar Photovoltaic",100,0.080033105022831,9231.99589211086
59238,"Onshore Wind Turbine",67.6,0.40868593120964,9231.99897526589
59320,"Onshore Wind Turbine",200,0.362296803652968,9231.99904213352
59321,"Onshore Wind Turbine",200,0.144772831050228,9232.00022078362
59332,"Onshore Wind Turbine",211.2,0.39341402034039,9232.00065946748
59378,"Natural Gas Fired Combustion Turbine",4.6,0.374975183641056,7769.15949702184
59381,"Natural Gas Fired Combustion Turbine",5,0.687671232876712,11373.3731739708
59384,"Onshore Wind Turbine",200,0.467066780821918,9231.99898325922
59391,"Natural Gas Internal Combustion Engine",224.4,0.00335292896735282,8923.9872553482
59442,"Onshore Wind Turbine",200.1,0.404723437368074,9232.00033829976
59621,"Onshore Wind Turbine",299.7,0.378548639964165,9232.00020929112
59649,"Landfill Gas",4.4,0.465364259028643,10354.5743435357
59654,"Onshore Wind Turbine",78,0.440276314248917,9231.99992022125
59732,"Onshore Wind Turbine",150,0.345567732115677,9232.00081043702
59733,"Onshore Wind Turbine",150,0.330673515981735,9231.99733029539
59734,"Onshore Wind Turbine",150,0.365822678843227,9232.0014312729
59938,"Natural Gas Internal Combustion Engine",51,0.0754700510341123,9805.14280629949
59943,"Onshore Wind Turbine",207.2,0.487041285414573,9232.00058822531
59994,"Solar Photovoltaic",160,0.0191388413242009,9232.02236719478
60059,"Onshore Wind Turbine",110,0.386585720215857,9232.00470317894
60087,"Onshore Wind Turbine",300,0.255766362252664,9231.99891691487
60104,"Onshore Wind Turbine",249.7,0.416946454466821,9232.00006140236
60338,"Onshore Wind Turbine",230,0.0577059757792337,9232.00247707842
60339,"Onshore Wind Turbine",230,0.0837368473297598,9231.99753427418
60427,"Solar Photovoltaic",2,0.214269406392694,9232.55194459243
60472,"Solar Photovoltaic",1,0.0780821917808219,9232.45614035088
60502,"Onshore Wind Turbine",125.6,0.0111537678503912,9231.99152542373
60645,"Onshore Wind Turbine",200,0.0399440639269406,9232.00251493241
60657,"Onshore Wind Turbine",174,0.0366156248359838,9231.99727652255
6128,"Conventional Hydroelectric",66,0.0840251833402518,9232.05022643063
6136,"Conventional Steam Coal",453.5,0.41660826750842,10747.2730315768
6145,"Nuclear",2430,0.957642388710375,10458.5062002511
6146,"Conventional Steam Coal",2379.6,0.364396216777157,11787.6443845646
6147,"Conventional Steam Coal",1980,0.414512418707624,11405.5549412453
6178,"Conventional Steam Coal",622.4,0.572196410125483,10080.0194118554
6179,"Conventional Steam Coal",1690,0.684393085839345,10598.5365813698
6180,"Conventional Steam Coal",1795.4,0.771121646236475,10751.6241172371
6181,"Conventional Steam Coal",932,0.296888656985517,11178.7380141211
6183,"Conventional Steam Coal",410,0.6540856442811,12804.0353071283
6243,"Natural Gas Fired Combustion Turbine",98.2,0.0287678207739308,10844.3447690629
6243,"Natural Gas Steam Turbine",105,0.113571428571429,15212.1420981592
6251,"Nuclear",2708.6,0.91431684534665,10458.5059957907
6410,"Conventional Hydroelectric",31.5,0.205733130390665,9232.02395631496
6413,"Conventional Hydroelectric",52,0.26945468914647,9232.00697397794
6414,"Conventional Hydroelectric",41.8,0.383094645080946,9231.99098925697
6416,"Conventional Hydroelectric",101.6,0.378023541149822,9231.99493530928
6648,"Conventional Steam Coal",590.6,0.762590322974701,11273.631437276
7030,"Conventional Steam Coal",349.2,0.80490174541156,11607.76837512
7097,"Conventional Steam Coal",1444,0.429362801831544,10077.7927673061
7325,"Natural Gas Fired Combustion Turbine",176.4,0.630506502448772,13330.272329131
7512,"Natural Gas Fired Combined Cycle",550,0.561505952380952,5882.3911753175
7900,"Natural Gas Fired Combined Cycle",388,0.388283177242261,6783.50654676252
7900,"Natural Gas Fired Combustion Turbine",308.4,0.105402238094392,8643.17847397569
791,"Conventional Hydroelectric",6,0.366438356164384,9231.98338525441
794,"Conventional Hydroelectric",2.8,0.138739399869537,9232.14810461358
8063,"Natural Gas Fired Combustion Turbine",357.6,0.0031906648074939,13770.7853926963
