"Utility.ID","Utility.Name","Plant.Code","Technology","Plant.Name","Energy.Source.1","Prime.Mover","Nameplate.Capacity","Operating.Year.avg","Operating.Year.max","Operating.Year.min","retire"
"21","AES Shady Point LLC",10671,"Conventional Steam Coal","AES Shady Point LLC","RC","ST",350,1990,1990,1990,0
"21223","University of Northern Iowa",50088,"Conventional Steam Coal","University of Northern Iowa","BIT","ST",7.5,1982,1982,1982,0
"21554","Seminole Electric Cooperative Inc",136,"Conventional Steam Coal","Seminole (FL)","BIT","ST",1471.8,1984,1984,1984,0
"21734","Sunnyside Cogeneration Assoc",50951,"Conventional Steam Coal","Sunnyside Cogen Associates","WC","ST",58.1,1993,1993,1993,0
"22053","Kentucky Power Co",3948,"Conventional Steam Coal","Mitchell (WV)","BIT","ST",1632.6,1971,1971,1971,0
"22125","Cayuga Operating Company, LLC",2535,"Conventional Steam Coal","Cayuga Operating Company","BIT","ST",322.5,1956.5,1958,1955,0
"22129","Somerset Operating Co LLC",6082,"Conventional Steam Coal","Somerset Operating Co LLC","BIT","ST",655.1,1984,1984,1984,0
"22199","U S Air Force-Eielson AFB",50392,"Conventional Steam Coal","Eielson AFB Central Heat & Power Plant","SUB","ST",25,1963,1987,1952,0
"22218","U S Army-Radford",52072,"Conventional Steam Coal","Radford Army Ammunition Plant","BIT","ST",24,1990,1990,1990,0
"22500","Westar Energy Inc",1250,"Conventional Steam Coal","Lawrence Energy Center","SUB","ST",517,1965.5,1971,1960,0
"22500","Westar Energy Inc",1252,"Conventional Steam Coal","Tecumseh Energy Center","SUB","ST",82,1957,1957,1957,0
"22500","Westar Energy Inc",6068,"Conventional Steam Coal","Jeffrey Energy Center","SUB","ST",2160,1980.33333333333,1983,1978,0
"23013","EIF Northampton GP, LLC",50888,"Conventional Steam Coal","Northampton Generating Company LP","WC","ST",134.1,1995,1995,1995,0
"23279","Allegheny Energy Supply Co LLC",3944,"Conventional Steam Coal","FirstEnergy Harrison Power Station","BIT","ST",2052,1973,1974,1972,0
"23279","Allegheny Energy Supply Co LLC",6004,"Conventional Steam Coal","FirstEnergy Pleasants Power Station","RC","ST",1368,1979.5,1980,1979,0
"23815","Blue Ridge Paper Products Inc",50244,"Conventional Steam Coal","Canton North Carolina","BIT","ST",52.5,1950.66666666667,1979,1937,0
"24211","Tucson Electric Power Co",8223,"Conventional Steam Coal","Springerville","SUB","ST",1765.8,1997.5,2009,1985,0
"25","Greenidge Generation Holdings LLC",2527,"Conventional Steam Coal","Greenidge Generation LLC","BIT","ST",112,1953,1953,1953,0
"261","AGC Division of APG Inc",6705,"Conventional Steam Coal","Warrick","BIT","ST",822.8,1964.75,1970,1960,0
"2769","Cargill Inc",54965,"Conventional Steam Coal","Cargill Salt","BIT","ST",2,1968,1968,1968,0
"2884","Cambria CoGen Co",10641,"Conventional Steam Coal","Cambria Cogen","WC","ST",98,1991,1991,1991,0
"30151","Tri-State G & T Assn, Inc",527,"Conventional Steam Coal","Nucla","BIT","ST",113.8,1967,1991,1959,0
"30151","Tri-State G & T Assn, Inc",6021,"Conventional Steam Coal","Craig (CO)","SUB","ST",1427.6,1981,1984,1979,0
"30151","Tri-State G & T Assn, Inc",87,"Conventional Steam Coal","Escalante","SUB","ST",257,1984,1984,1984,0
"3046","Duke Energy Progress - (NC)",2706,"Conventional Steam Coal","Asheville","BIT","ST",413.6,1967.5,1971,1964,0
"3046","Duke Energy Progress - (NC)",2712,"Conventional Steam Coal","Roxboro","BIT","ST",2558.2,1971.75,1980,1966,0
"3046","Duke Energy Progress - (NC)",6250,"Conventional Steam Coal","Mayo","BIT","ST",763.2,1983,1983,1983,0
"3106","Cargill Inc North America Sweetners",10855,"Conventional Steam Coal","Cargill Corn Milling Division","SUB","ST",40,1952,1952,1952,0
"3203","Cedar Falls Utilities",1131,"Conventional Steam Coal","Streeter Station","BIT","ST",16.5,1963,1963,1963,0
"3265","Cleco Power LLC",51,"Conventional Steam Coal","Dolet Hills","LIG","ST",720.7,1986,1986,1986,0
"3265","Cleco Power LLC",6190,"Conventional Steam Coal","Brame Energy Center","SUB","ST",558,1982,1982,1982,0
"34359","Curators of the University of Missouri",50969,"Conventional Steam Coal","MU Combined Heat and Power Plant","BIT","ST",53,1977.25,1988,1961,0
"35","AES WR Ltd Partnership",10678,"Conventional Steam Coal","AES Warrior Run Cogeneration Facility","BIT","ST",229,1999,1999,1999,0
"3593","Choctaw Generation L.P, L.L.L.P.",55076,"Conventional Steam Coal","Red Hills Generating Facility","RC","ST",513.7,2001,2001,2001,0
"3807","Cleveland Cliffs Inc",10849,"Conventional Steam Coal","Silver Bay Power","SUB","ST",131.6,1958.5,1962,1955,0
"3989","City of Colorado Springs - (CO)",492,"Conventional Steam Coal","Martin Drake","SUB","ST",207,1971,1974,1968,0
"3989","City of Colorado Springs - (CO)",8219,"Conventional Steam Coal","Ray D Nixon","SUB","ST",207,1980,1980,1980,0
"40230","Deseret Generation & Tran Coop",7790,"Conventional Steam Coal","Bonanza","BIT","ST",499.5,1986,1986,1986,0
"4045","City of Columbia - (MO)",2123,"Conventional Steam Coal","Columbia (MO)","BIT","ST",22,1965,1965,1965,0
"40606","City of Grand Island - (NE)",59,"Conventional Steam Coal","Platte","SUB","ST",109.8,1982,1982,1982,0
"4217","Colstrip Energy LP",10784,"Conventional Steam Coal","Colstrip Energy LP","WC","ST",46.1,1990,1990,1990,0
"4222","Ingredion Inc - Illinois",54556,"Conventional Steam Coal","Ingredion Incorporated","BIT","ST",45,1991,1991,1991,0
"4254","Consumers Energy Co",1702,"Conventional Steam Coal","Dan E Karn","SUB","ST",544,1960,1961,1959,0
"4254","Consumers Energy Co",1710,"Conventional Steam Coal","J H Campbell","SUB","ST",1560.8,1969.66666666667,1980,1962,0
"450","The Amalgamated Sugar Co",10504,"Conventional Steam Coal","Amalgamated Sugar Twin Falls","BIT","ST",10.2,1963.33333333333,1994,1948,0
"4538","Crisp County Power Comm",753,"Conventional Steam Coal","Crisp Plant","BIT","ST",12.5,1957,1957,1957,0
"4716","Dairyland Power Coop",4143,"Conventional Steam Coal","Genoa","SUB","ST",345.6,1969,1969,1969,0
"4716","Dairyland Power Coop",4271,"Conventional Steam Coal","John P Madgett","SUB","ST",387,1979,1979,1979,0
"491","American Crystal Sugar Co",54210,"Conventional Steam Coal","American Crystal Sugar Hillsboro","SUB","ST",13.3,1990,1990,1990,0
"491","American Crystal Sugar Co",54211,"Conventional Steam Coal","American Crystal Sugar Moorhead","SUB","ST",5,1954.5,1961,1948,0
"491","American Crystal Sugar Co",54212,"Conventional Steam Coal","American Crystal Sugar Crookston","SUB","ST",6.5,1964.5,1975,1954,0
"491","American Crystal Sugar Co",54213,"Conventional Steam Coal","American Crystal Sugar Drayton","SUB","ST",6,1965,1965,1965,0
"491","American Crystal Sugar Co",54214,"Conventional Steam Coal","American Crystal Sugar East Grand Forks","SUB","ST",7.5,1990,1990,1990,0
"4922","Dayton Power & Light Co",2850,"Conventional Steam Coal","J M Stuart","BIT","ST",2440.8,1971.75,1974,1970,0
"4922","Dayton Power & Light Co",6031,"Conventional Steam Coal","Killen Station","BIT","ST",660.6,1982,1982,1982,0
"49756","Illinois Power Resources Generating LLC",6016,"Conventional Steam Coal","Duck Creek","RC","ST",441,1976,1976,1976,0
"49756","Illinois Power Resources Generating LLC",856,"Conventional Steam Coal","E D Edwards","SUB","ST",644.3,1970,1972,1968,0
"49801","Expera Specialty Solutions",50933,"Conventional Steam Coal","Rhinelander Mill","BIT","ST",9.3,1958,1958,1958,0
"49805","Kennecott Utah Copper",56163,"Conventional Steam Coal","Kennecott Power Plant","BIT","ST",82,1958,1958,1958,0
"49889","Mount Carmel Cogen Inc",10343,"Conventional Steam Coal","Foster Wheeler Mt Carmel Cogen","WC","ST",47.3,1990,1990,1990,0
"49896","Newmont Nevada Energy Investment, LLC",56224,"Conventional Steam Coal","TS Power Plant","SUB","ST",242,2008,2008,2008,0
"49968","Searles Valley Minerals Operations Inc.",10684,"Conventional Steam Coal","Argus Cogen Plant","RC","ST",62.5,1967.66666666667,1978,1947,0
"50021","Neenah Paper Michigan Inc.",54867,"Conventional Steam Coal","Neenah Paper Munising Mill","BIT","ST",6.2,1930,1930,1930,0
"50097","Verso Luke LLC",50282,"Conventional Steam Coal","Luke Mill","BIT","ST",65,1968.5,1979,1958,0
"5109","DTE Electric Company",1733,"Conventional Steam Coal","Monroe (MI)","RC","ST",3279.6,1972.75,1974,1971,0
"5109","DTE Electric Company",1740,"Conventional Steam Coal","River Rouge","SUB","ST",358.1,1958,1958,1958,0
"5109","DTE Electric Company",1743,"Conventional Steam Coal","St Clair","RC","ST",1547,1957.33333333333,1969,1953,0
"5109","DTE Electric Company",1745,"Conventional Steam Coal","Trenton Channel","SUB","ST",535.5,1968,1968,1968,0
"5109","DTE Electric Company",6034,"Conventional Steam Coal","Belle River","RC","ST",1395,1984.5,1985,1984,0
"520","Illinois Power Generating Co",6017,"Conventional Steam Coal","Newton","RC","ST",617.4,1977,1977,1977,0
"520","Illinois Power Generating Co",861,"Conventional Steam Coal","Coffeen","RC","ST",1005.4,1968.5,1972,1965,0
"5336","City of Dover - (OH)",2914,"Conventional Steam Coal","Dover","BIT","ST",27.5,1961,1968,1954,0
"5416","Duke Energy Carolinas, LLC",2718,"Conventional Steam Coal","G G Allen","BIT","ST",1148.4,1958.8,1961,1957,0
"5416","Duke Energy Carolinas, LLC",2721,"Conventional Steam Coal","James E. Rogers Energy Complex","BIT","ST",1530.5,1992,2012,1972,0
"5416","Duke Energy Carolinas, LLC",2727,"Conventional Steam Coal","Marshall (NC)","BIT","ST",2119,1967.5,1970,1965,0
"5416","Duke Energy Carolinas, LLC",8042,"Conventional Steam Coal","Belews Creek","BIT","ST",2491.2,1974.5,1975,1974,0
"54738","Thilmany LLC",54098,"Conventional Steam Coal","Kaukauna Paper Mill","BIT","ST",12,1967,1967,1967,0
"54880","P H Glatfelter Company",10244,"Conventional Steam Coal","P H Glatfelter Co -Chillicothe Facility","BIT","ST",27.2,1978,1978,1978,0
"54885","NRG Wholesale Generation LP",3130,"Conventional Steam Coal","Seward (PA)","WC","ST",585,2004,2004,2004,0
"54888","NRG Texas Power LLC",298,"Conventional Steam Coal","Limestone","SUB","ST",1849.8,1985.5,1986,1985,0
"54888","NRG Texas Power LLC",3470,"Conventional Steam Coal","W A Parish","SUB","ST",2736.8,1979.25,1982,1977,0
"5517","Dynegy Midwest Generation Inc",889,"Conventional Steam Coal","Baldwin Energy Complex","RC","ST",1894.1,1972.66666666667,1975,1970,0
"5517","Dynegy Midwest Generation Inc",891,"Conventional Steam Coal","Havana","RC","ST",488,1978,1978,1978,0
"5517","Dynegy Midwest Generation Inc",892,"Conventional Steam Coal","Hennepin Power Station","RC","ST",306.3,1956,1959,1953,0
"55729","Duke Energy Kentucky Inc",6018,"Conventional Steam Coal","East Bend","BIT","ST",772,1981,1981,1981,0
"55739","Edgecombe Operating Services LLC",10384,"Conventional Steam Coal","Edgecombe Genco LLC","BIT","ST",114.8,1990,1990,1990,0
"55740","Spruance Genco LLC",54081,"Conventional Steam Coal","Spruance Genco LLC","BIT","ST",229.6,1992,1992,1992,0
"55768","RC Cape May Holdings LLC",2378,"Conventional Steam Coal","B L England","BIT","ST",163.2,1964,1964,1964,0
"5580","East Kentucky Power Coop, Inc",1384,"Conventional Steam Coal","Cooper","BIT","ST",344,1967,1969,1965,0
"5580","East Kentucky Power Coop, Inc",6041,"Conventional Steam Coal","H L Spurlock","BIT","ST",1608.5,1993,2009,1977,0
"55808","Westmoreland Partners",54035,"Conventional Steam Coal","Roanoke Valley Energy Facility I","BIT","ST",182.3,1994,1994,1994,0
"55808","Westmoreland Partners",54755,"Conventional Steam Coal","Roanoke Valley Energy Facility II","BIT","ST",57.8,1995,1995,1995,0
"55861","Sandy Creek Energy Associates LP",56611,"Conventional Steam Coal","Sandy Creek Energy Station","SUB","ST",1008,2013,2013,2013,0
"55924","Longview Power, LLC",56671,"Conventional Steam Coal","Longview Power Plant","BIT","ST",807.5,2011,2011,2011,0
"55983","Luminant Generation Company LLC",3497,"Conventional Steam Coal","Big Brown","SUB","ST",1186.8,1971.5,1972,1971,0
"55983","Luminant Generation Company LLC",52071,"Conventional Steam Coal","Sandow No 5","LIG","ST",661.5,2010,2010,2010,0
"55983","Luminant Generation Company LLC",6146,"Conventional Steam Coal","Martin Lake","LIG","ST",2379.6,1978,1979,1977,0
"55983","Luminant Generation Company LLC",6147,"Conventional Steam Coal","Monticello","SUB","ST",1980,1981.33333333333,1995,1974,0
"55983","Luminant Generation Company LLC",6180,"Conventional Steam Coal","Oak Grove (TX)","LIG","ST",1795.4,2010.5,2011,2010,0
"55983","Luminant Generation Company LLC",6648,"Conventional Steam Coal","Sandow No 4","LIG","ST",590.6,1981,1981,1981,0
"5610","Eastman Chemical Co-TN Ops",50481,"Conventional Steam Coal","Tennessee Eastman Operations","BIT","ST",131.3,1961.21428571429,1994,1936,0
"56155","Lansing Board of Water and Light",1831,"Conventional Steam Coal","Eckert Station","SUB","ST",240,1967.33333333333,1970,1964,0
"56155","Lansing Board of Water and Light",1832,"Conventional Steam Coal","Erickson Station","SUB","ST",154.7,1973,1973,1973,0
"56211","KCP&L Greater Missouri Operations Co",2094,"Conventional Steam Coal","Sibley","SUB","ST",524,1963.66666666667,1969,1960,0
"56211","KCP&L Greater Missouri Operations Co",2098,"Conventional Steam Coal","Lake Road (MO)","SUB","ST",90,1966,1966,1966,0
"5624","RED-Rochester, LLC",10025,"Conventional Steam Coal","RED-Rochester, LLC","BIT","ST",132.9,1974.85714285714,2015,1954,0
"563","American Bituminous Power LP",10151,"Conventional Steam Coal","Grant Town Power Plant","WC","ST",95.7,1992,1992,1992,0
"56389","Doyon Utilities - Ft. Wainwright",50308,"Conventional Steam Coal","Utility Plants Section","SUB","ST",20,1963.5,1989,1955,0
"56570","Coleto Creek Power LP",6178,"Conventional Steam Coal","Coleto Creek","SUB","ST",622.4,1980,1980,1980,0
"56598","Major Oak Power, LLC",7030,"Conventional Steam Coal","Major Oak Power","LIG","ST",349.2,1990.5,1991,1990,0
"5670","Ebensburg Power Co",10603,"Conventional Steam Coal","Ebensburg Power","WC","ST",57.6,1990,1990,1990,0
"57296","Sidney Sugars Incorporated",57914,"Conventional Steam Coal","Sidney MT Plant","LIG","ST",4,1950,1950,1950,0
"57297","Tronox",57915,"Conventional Steam Coal","Tronox","SUB","ST",41,1965.33333333333,1975,1953,0
"57302","Sonoco Products Co",57919,"Conventional Steam Coal","Sonoco Products Co","BIT","ST",28,1957,1957,1957,0
"57306","Southern Illinois University Carbondale",57928,"Conventional Steam Coal","SIUC","BIT","ST",3.5,1998,1998,1998,0
"57315","Western Sugar Cooperative",57937,"Conventional Steam Coal","Western Sugar Coop - Scottsbluff","SUB","ST",5,1987,1987,1987,0
"57315","Western Sugar Cooperative",58081,"Conventional Steam Coal","Western Sugar Coop- Ft Morgan","SUB","ST",3,1947,1947,1947,0
"57317","Wausau Paper Middletown",57940,"Conventional Steam Coal","Wausau Paper Middletown","BIT","ST",7.5,1986,1986,1986,0
"57324","Michigan Sugar Company",57949,"Conventional Steam Coal","MSC Sebewaing","BIT","ST",2.5,1984.5,1990,1979,0
"57440","SABIC IP Mt. Vernon, LLC",58063,"Conventional Steam Coal","SABIC Innovative Plastics Mt. Vernon","BIT","ST",5.5,1996,1996,1996,0
"5748","Electric Energy Inc",887,"Conventional Steam Coal","Joppa Steam","RC","ST",1099.8,1954,1955,1953,0
"58224","Westwood Generation LLC",50611,"Conventional Steam Coal","Westwood Generation LLC","WC","ST",36,1987,1987,1987,0
"58534","Brayton Point Energy LLC",1619,"Conventional Steam Coal","Brayton Point","BIT","ST",1124.6,1965.33333333333,1969,1963,0
"5860","Empire District Electric Co",2076,"Conventional Steam Coal","Asbury","SUB","ST",212.8,1970,1970,1970,0
"58615","NRG Homer City Services LLC",3122,"Conventional Steam Coal","Homer City Generating Station","BIT","ST",2012,1971.66666666667,1977,1969,0
"58620","AEP Generation Resources Inc",2828,"Conventional Steam Coal","Cardinal","BIT","ST",1880.4,1970.33333333333,1977,1967,0
"58620","AEP Generation Resources Inc",2840,"Conventional Steam Coal","Conesville","BIT","ST",1729.3,1975.66666666667,1978,1973,0
"58620","AEP Generation Resources Inc",8102,"Conventional Steam Coal","General James M Gavin","RC","ST",2600,1974.5,1975,1974,0
"58905","NRG Energy Services - Plum Point",56456,"Conventional Steam Coal","Plum Point Energy Station","SUB","ST",720,2010,2010,2010,0
"59621","North Carolina Renewable Power",10380,"Conventional Steam Coal","Elizabethtown Power LLC","BIT","ST",34.7,1985,1985,1985,0
"59774","Crawfordsville Energy LLC",1024,"Conventional Steam Coal","Crawfordsville Power Plant","BIT","ST",24.1,1960,1965,1955,0
"59918","Dynegy Kincaid Generation",876,"Conventional Steam Coal","Kincaid Generation LLC","SUB","ST",1319,1967.5,1968,1967,0
"59919","Dynegy Miami Fort",2832,"Conventional Steam Coal","Miami Fort","BIT","ST",1114.8,1976.5,1978,1975,0
"59920","Dynegy W H Zimmer",6019,"Conventional Steam Coal","W H Zimmer","BIT","ST",1425.6,1991,1991,1991,0
"60415","CP Crane Power, LLC",1552,"Conventional Steam Coal","CP Crane Power, LLC","SUB","ST",399.8,1962,1963,1961,0
"60421","Brandon Shores LLC",602,"Conventional Steam Coal","Brandon Shores","RC","ST",1370,1987.5,1991,1984,0
"60422","H.A. Wagner LLC",1554,"Conventional Steam Coal","Herbert A Wagner","RC","ST",495,1962.5,1966,1959,0
"60660","Catalyst Paper - Biron Mill",10234,"Conventional Steam Coal","Biron Mill","BIT","ST",40.1,1956,1964,1947,0
"60660","Catalyst Paper - Biron Mill",10234,"Conventional Steam Coal","Biron Mill","SUB","ST",21.5,1987,1987,1987,0
"6455","Duke Energy Florida, LLC",628,"Conventional Steam Coal","Crystal River","BIT","ST",2442.7,1975.25,1984,1966,0
"6526","FirstEnergy Generation Corp",2866,"Conventional Steam Coal","FirstEnergy W H Sammis","BIT","ST",2455.6,1964.14285714286,1971,1959,0
"6526","FirstEnergy Generation Corp",6094,"Conventional Steam Coal","FirstEnergy Bruce Mansfield","RC","ST",2741.1,1977.66666666667,1980,1976,0
"6589","Georgia-Pacific Consr Prods LP-Muskogee",10362,"Conventional Steam Coal","Muskogee Mill","SUB","ST",114,1980.33333333333,1982,1979,0
"6779","City of Fremont - (NE)",2240,"Conventional Steam Coal","Lon Wright","SUB","ST",130,1965.33333333333,1976,1957,0
"6909","Gainesville Regional Utilities",663,"Conventional Steam Coal","Deerhaven Generating Station","BIT","ST",250.7,1981,1981,1981,0
"7","Tate & Lyle Ingredients Americas Inc",10867,"Conventional Steam Coal","Tate & Lyle Decatur Plant Cogen","BIT","ST",62,1989,1989,1989,0
"7067","Tata Chemicals Partners",54318,"Conventional Steam Coal","General Chemical","BIT","ST",30,1972.5,1977,1968,0
"7140","Georgia Power Co",6052,"Conventional Steam Coal","Wansley","BIT","ST",1904,1977,1978,1976,0
"7140","Georgia Power Co",6124,"Conventional Steam Coal","McIntosh","SUB","ST",177.6,1979,1979,1979,0
"7140","Georgia Power Co",6257,"Conventional Steam Coal","Scherer","SUB","ST",3564,1985.5,1989,1982,0
"7140","Georgia Power Co",703,"Conventional Steam Coal","Bowen","BIT","ST",3498.6,1973,1975,1971,0
"7140","Georgia Power Co",708,"Conventional Steam Coal","Hammond","BIT","ST",953,1958.25,1970,1954,0
"7199","Gilberton Power Co",10113,"Conventional Steam Coal","John B Rich Memorial Power Station","WC","ST",88.4,1988,1988,1988,0
"733","Appalachian Power Co",3935,"Conventional Steam Coal","John E Amos","BIT","ST",2932.6,1972,1973,1971,0
"733","Appalachian Power Co",3936,"Conventional Steam Coal","Kanawha River","BIT","ST",439.2,1953,1953,1953,0
"733","Appalachian Power Co",6264,"Conventional Steam Coal","Mountaineer","BIT","ST",1300,1980,1980,1980,0
"7353","Golden Valley Elec Assn Inc",6288,"Conventional Steam Coal","Healy","LIG","ST",90,1991.5,2016,1967,0
"7483","City of Grand Haven - (MI)",1825,"Conventional Steam Coal","J B Sims","BIT","ST",80,1983,1983,1983,0
"7490","Grand River Dam Authority",165,"Conventional Steam Coal","GREC","RC","ST",540,1981,1981,1981,0
"7490","Grand River Dam Authority",165,"Conventional Steam Coal","GREC","SUB","ST",594,1985,1985,1985,0
"7570","Great River Energy",2824,"Conventional Steam Coal","Stanton","SUB","ST",190.2,1967,1967,1967,0
"7570","Great River Energy",56786,"Conventional Steam Coal","Spiritwood Station","LIG","ST",106.2,2014,2014,2014,0
"7570","Great River Energy",6030,"Conventional Steam Coal","Coal Creek","LIG","ST",1209.6,1979.5,1980,1979,0
"772","Archer Daniels Midland Co",10860,"Conventional Steam Coal","Archer Daniels Midland Clinton","SUB","ST",180,2009,2009,2009,0
"772","Archer Daniels Midland Co",10861,"Conventional Steam Coal","Archer Daniels Midland Des Moines","SUB","ST",7.9,1988,1988,1988,0
"772","Archer Daniels Midland Co",10862,"Conventional Steam Coal","Archer Daniels Midland Lincoln","SUB","ST",7.9,1988,1988,1988,0
"772","Archer Daniels Midland Co",10863,"Conventional Steam Coal","Archer Daniels Midland Mankato","SUB","ST",6.1,1987,1987,1987,0
"772","Archer Daniels Midland Co",10864,"Conventional Steam Coal","Archer Daniels Midland Cedar Rapids","SUB","ST",256.1,1991.16666666667,2000,1988,0
"772","Archer Daniels Midland Co",10865,"Conventional Steam Coal","Archer Daniels Midland Decatur","BIT","ST",335,1992,2005,1987,0
"772","Archer Daniels Midland Co",57046,"Conventional Steam Coal","Archer Daniels Midland Columbus","SUB","ST",71.4,2010,2010,2010,0
"7801","Gulf Power Co",641,"Conventional Steam Coal","Crist","BIT","ST",1135.1,1965.75,1973,1959,0
"796","Arizona Electric Pwr Coop Inc",160,"Conventional Steam Coal","Apache Station","SUB","ST",408,1979,1979,1979,0
"803","Arizona Public Service Co",113,"Conventional Steam Coal","Cholla","SUB","ST",839.9,1974.33333333333,1981,1962,0
"803","Arizona Public Service Co",2442,"Conventional Steam Coal","Four Corners","SUB","ST",1636.2,1969.5,1970,1969,0
"814","Entergy Arkansas Inc",6009,"Conventional Steam Coal","White Bluff","SUB","ST",1800,1980.5,1981,1980,0
"814","Entergy Arkansas Inc",6641,"Conventional Steam Coal","Independence Steam Electric Station","SUB","ST",1800,1983.5,1984,1983,0
"8245","City of Hastings - (NE)",60,"Conventional Steam Coal","Whelan Energy Center","RC","ST",324.3,1996,2011,1981,0
"8543","Hibbing Public Utilities Comm",1979,"Conventional Steam Coal","Hibbing","SUB","ST",35.9,1982,1996,1965,0
"8723","City of Holland",1830,"Conventional Steam Coal","James De Young","BIT","ST",51.3,1965.5,1969,1962,0
"924","Associated Electric Coop, Inc",2167,"Conventional Steam Coal","New Madrid","RC","ST",1300,1974.5,1977,1972,0
"924","Associated Electric Coop, Inc",2168,"Conventional Steam Coal","Thomas Hill","RC","ST",1181.7,1972.33333333333,1982,1966,0
"9267","Hoosier Energy R E C, Inc",6213,"Conventional Steam Coal","Merom","BIT","ST",1080,1982.5,1983,1982,0
"9269","Indiana-Kentucky Electric Corp",983,"Conventional Steam Coal","Clifty Creek","BIT","ST",1303.8,1955.16666666667,1956,1955,0
"9273","Indianapolis Power & Light Co",994,"Conventional Steam Coal","AES Petersburg","BIT","ST",2146.7,1974.75,1986,1967,0
"9324","Indiana Michigan Power Co",6166,"Conventional Steam Coal","Rockport","SUB","ST",2600,1986.5,1989,1984,0
"9332","Indian River Operations Inc",594,"Conventional Steam Coal","Indian River Generating Station","BIT","ST",445.5,1980,1980,1980,0
"9379","Inter-Power/AhlCon Partners, L.P.",10143,"Conventional Steam Coal","Colver Power Project","WC","ST",118,1995,1995,1995,0
"9417","Interstate Power and Light Co",1047,"Conventional Steam Coal","Lansing","SUB","ST",274.5,1977,1977,1977,0
"9417","Interstate Power and Light Co",1073,"Conventional Steam Coal","Prairie Creek","SUB","ST",213.4,1974,1997,1958,0
"9417","Interstate Power and Light Co",1104,"Conventional Steam Coal","Burlington (IA)","SUB","ST",212,1968,1968,1968,0
"9417","Interstate Power and Light Co",6254,"Conventional Steam Coal","Ottumwa","SUB","ST",725.9,1981,1981,1981,0
"9434","Iowa State University",54201,"Conventional Steam Coal","Iowa State University","BIT","ST",46,1978.25,2005,1960,0
"9617","JEA",207,"Conventional Steam Coal","St Johns River Power Park","BIT","ST",1358,1987.5,1988,1987,0
"9617","JEA",667,"Conventional Steam Coal","Northside Generating Station","BIT","ST",595,1969,1972,1966,0
"9628","Hopewell Operating Services LLC",10377,"Conventional Steam Coal","James River Genco LLC","BIT","ST",114.8,1988,1988,1988,0
"986","Aurora Energy LLC",79,"Conventional Steam Coal","Aurora Energy LLC Chena","SUB","ST",27.5,1959.66666666667,1975,1952,0
"9996","City of Kansas City - (KS)",6064,"Conventional Steam Coal","Nearman Creek","SUB","ST",261,1981,1981,1981,0
